"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.imgurl0","Input.imgurl1","Input.imgurl2","Input.imgurl3","Input.imgurl4","Input.theme0","Input.theme1","Input.theme2","Input.theme3","Input.theme4","Input.word0","Input.word1","Input.word2","Input.word3","Input.word4","Input.type0","Input.type1","Input.type2","Input.type3","Input.type4","Answer.comments","Answer.feedback0","Answer.feedback1","Answer.feedback2","Answer.feedback3","Answer.feedback4","Answer.rating0.-1","Answer.rating0.-2","Answer.rating0.0","Answer.rating0.1","Answer.rating0.2","Answer.rating1.-1","Answer.rating1.-2","Answer.rating1.0","Answer.rating1.1","Answer.rating1.2","Answer.rating2.-1","Answer.rating2.-2","Answer.rating2.0","Answer.rating2.1","Answer.rating2.2","Answer.rating3.-1","Answer.rating3.-2","Answer.rating3.0","Answer.rating3.1","Answer.rating3.2","Answer.rating4.-1","Answer.rating4.-2","Answer.rating4.0","Answer.rating4.1","Answer.rating4.2","Approve","Reject"
"302OLP89DZ704XCGE74WLWISR80CAZ","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","369J354OFDAFLRECGJO5J2XA39VG6W","A2TH9DIRISH8FE","Submitted","Fri Feb 22 10:34:09 PST 2019","Fri Feb 22 11:21:21 PST 2019","Fri Mar 01 11:21:21 PST 2019","","","","2832","100% (5/5)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D2/89/0.png","https://purvaten.github.io/doodles/D2/17/0.png","https://purvaten.github.io/doodles/D2/64/0.png","https://purvaten.github.io/doodles/D3/36/0.png","https://purvaten.github.io/doodles/D2/16/0.png","watersports","cookware","playful, cute, cuddly, animals","fruit","computer","canoe","pie","cat","apple","mouse","d2","d2","d2","d3","d2","Let us know your thoughts..","I think it's pretty great.","I don't like it all.","this doesn't make any kind of sense","this is pretty ugly honestly.","this is pretty creative.","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true"
"302OLP89DZ704XCGE74WLWISR80CAZ","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","382M9COHEHF23O8M66WKZ5QETFXEUE","A2V1ZEGEYAHKEB","Submitted","Fri Feb 22 10:27:19 PST 2019","Fri Feb 22 10:32:44 PST 2019","Fri Mar 01 10:32:44 PST 2019","","","","325","100% (1/1)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D2/89/0.png","https://purvaten.github.io/doodles/D2/17/0.png","https://purvaten.github.io/doodles/D2/64/0.png","https://purvaten.github.io/doodles/D3/36/0.png","https://purvaten.github.io/doodles/D2/16/0.png","watersports","cookware","playful, cute, cuddly, animals","fruit","computer","canoe","pie","cat","apple","mouse","d2","d2","d2","d3","d2","Very fun HIT!","I like how they used the boat drawing as the ""A"" in canoe.","I like the ""P"" and the ""I"", but the ""E"" is a little confusing to me.","Very cute to use the playful woman for the ""A"" and the dragonfly for the ""T"".","Cute drawings and easy to figure out what letters each drawing represents.","Very fun and intriguing. I like how all the letters are pictures representing a computer mouse.","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true"
"3087LXLJ6MGB6WY8D7X44WRIFZGF0M","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","3PPTZCWALQK8MQS1LKQSAEU7E01QZS","A2287HLNN9EZ56","Submitted","Fri Feb 22 10:46:21 PST 2019","Fri Feb 22 10:49:17 PST 2019","Fri Mar 01 10:49:17 PST 2019","","","","176","100% (1/1)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D1/22/0.png","https://purvaten.github.io/doodles/D4/60/0.png","https://purvaten.github.io/doodles/D3/82/2.png","https://purvaten.github.io/doodles/D5/36/0.png","https://purvaten.github.io/doodles/D2/12/0.png","dogs, animals","pets","technology","fruit","cake, cookies, pies, oven","puppy","animals","phone","apple","baker","d1","d4","d3","d5","d2","Let us know your thoughts..","It is easy to see the word puppy and I like the animals.","It is easy to read the word animals but the pictures don't really look like anything pet related to me.","It doesn't look as creative as some of the other designs.","It doesn't look like a doodle, just the word apple.","This one is super hard to read and figure out and it looks like it would be missing the r or y at the end.","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false"
"3087LXLJ6MGB6WY8D7X44WRIFZGF0M","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","3WMINLGALB33RHAA4A9Y9GEH12CACT","A2J8IMRYEO6ZIM","Submitted","Fri Feb 22 19:06:57 PST 2019","Fri Feb 22 19:14:24 PST 2019","Fri Mar 01 19:14:24 PST 2019","","","","447","100% (98/98)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D1/22/0.png","https://purvaten.github.io/doodles/D4/60/0.png","https://purvaten.github.io/doodles/D3/82/2.png","https://purvaten.github.io/doodles/D5/36/0.png","https://purvaten.github.io/doodles/D2/12/0.png","dogs, animals","pets","technology","fruit","cake, cookies, pies, oven","puppy","animals","phone","apple","baker","d1","d4","d3","d5","d2","Fun survey!","It does not look like a dog to me. More like a giraffe. Not sure what they are trying to spell.","It doesn't have anything to do with animals. I would not get ""animal"" from this doodle.","None of the doodles have to do with a phone.","It is a cool font but not very creative. It just says apple.","I wouldn't get ""baker"" from this other than a B. The lines could resemble and E. But the bug looking thing and the painting don't go with baker.","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"309D674SHZL5N7H8KL4SG72Y9QLCBU","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","30JNVC0OR9KMV5S7FYKLA7Q2IAJHQS","A200H4TX468LE","Submitted","Fri Feb 22 10:28:47 PST 2019","Fri Feb 22 10:32:15 PST 2019","Fri Mar 01 10:32:15 PST 2019","","","","208","100% (2/2)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D2/59/0.png","https://purvaten.github.io/doodles/D5/9/0.png","https://purvaten.github.io/doodles/D5/3/0.png","https://purvaten.github.io/doodles/D3/43/0.png","https://purvaten.github.io/doodles/D2/30/0.png","pastor, jesus, people, steeple","breeds of dogs","automobile, fast cars","healthcare","fish, waves, boats","church","pitbull","racecar","sick","ocean","d2","d5","d5","d3","d2","Thanks for the incentive and remember that Jesus loves you!","I don't see the Jesus theme. I see people and talking. I might or might not guess that this meant a church. I think you need a cross somewhere in the middle before the general public would normally get this.","This word is not original at all.","again, this logo is not ""fast"" or original at all.","It is creative but I think that 'S' should be a medical 'snake' and not the one shown.","This logo is very creative and fits the bill of getting the ocean idea over with no guess work.","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true"
"309D674SHZL5N7H8KL4SG72Y9QLCBU","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:06 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:06 PST 2019","","","3Q5ZZ9ZEVOF4988GS22CZJ2CJYS85J","A25R2OI9L2Q1OW","Submitted","Sat Feb 23 01:11:37 PST 2019","Sat Feb 23 01:16:13 PST 2019","Sat Mar 02 01:16:13 PST 2019","","","","276","100% (63/63)","100% (2/2)","0% (0/0)","https://purvaten.github.io/doodles/D2/59/0.png","https://purvaten.github.io/doodles/D5/9/0.png","https://purvaten.github.io/doodles/D5/3/0.png","https://purvaten.github.io/doodles/D3/43/0.png","https://purvaten.github.io/doodles/D2/30/0.png","pastor, jesus, people, steeple","breeds of dogs","automobile, fast cars","healthcare","fish, waves, boats","church","pitbull","racecar","sick","ocean","d2","d5","d5","d3","d2","Let us know your thoughts..","It doesn't seem fun.","Looks like a creative font and less like a doodle.","It's less of a doodle and more a creative font","I like it.  It's fun and interesting.","The doodle characters are relevant and interesting.","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true"
"30EV7DWJTVVCKY1IKM592I8PYDS6YB","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:07 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:07 PST 2019","","","31QTRG6Q2TDNHOHHPL9KW2VV3ABYPI","AXY0D2AMLKE2A","Submitted","Fri Feb 22 10:46:53 PST 2019","Fri Feb 22 10:49:24 PST 2019","Fri Mar 01 10:49:24 PST 2019","","","","151","100% (57/57)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D2/22/0.png","https://purvaten.github.io/doodles/D4/23/0.png","https://purvaten.github.io/doodles/D2/78/0.png","https://purvaten.github.io/doodles/D3/46/0.png","https://purvaten.github.io/doodles/D5/33/0.png","dogs, animals","donald trump, fake news","sports, competition","home, furniture","food, dessert","puppy","politics","trophy","chair","icecream","d2","d4","d2","d3","d5","thank you for the opportunity","I think it is pretty creative, I like the antlers for the Y","Pretty nonsensical in my opinion","This one is well done, though it is hard to tell it is trophy","Not sure how a road relates to home/furniture theme","This is just a different font, no real theme","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false"
"30EV7DWJTVVCKY1IKM592I8PYDS6YB","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:07 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:07 PST 2019","","","3DI28L7YXAEMURHO4IM0O3LHIKFE1Y","A2UFHATEG76AO5","Submitted","Fri Feb 22 18:19:57 PST 2019","Fri Feb 22 18:26:27 PST 2019","Fri Mar 01 18:26:27 PST 2019","","","","390","100% (3/3)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D2/22/0.png","https://purvaten.github.io/doodles/D4/23/0.png","https://purvaten.github.io/doodles/D2/78/0.png","https://purvaten.github.io/doodles/D3/46/0.png","https://purvaten.github.io/doodles/D5/33/0.png","dogs, animals","donald trump, fake news","sports, competition","home, furniture","food, dessert","puppy","politics","trophy","chair","icecream","d2","d4","d2","d3","d5","I enjoyed this survey.  Thank you for the opportunity to participate.","It does not associate with or resemble a puppy in any way that I can see, real or fanciful.","Using different symbols for the letters is evocative.  I don't understand all of t them or their associations, but visually it is cute and clever.","All the symbols suggest sporting activities.  It is nice and fits what it's representing.  Some of the images are unexpected, not the usual to mean sports, and that is fun.","It is cute and clever. Has less to do with ""Chair"" specifically and ore to do with clever ways to use symbols to represent the letters.","It is simply a font spelling out the words.  There is no picture or symbol to elaborate the idea.","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false"
"311HQEI8RSGVTOPSZICKM3HNZIFZ7T","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:04 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:04 PST 2019","","","3KOPY89HM82QFAHV5NBA9CD6LBYJ3N","A3CFNUD7VR2E1E","Submitted","Fri Feb 22 13:19:56 PST 2019","Fri Feb 22 13:25:59 PST 2019","Fri Mar 01 13:25:59 PST 2019","","","","363","100% (1322/1322)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D4/58/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D4/87/0.png","https://purvaten.github.io/doodles/D1/34/0.png","https://purvaten.github.io/doodles/D1/15/0.png","old people","love, human, small","vehicle, driving, passenger","food, ingredients","cold, white, winter","age","baby","car","eat","snow","d4","d5","d4","d1","d1","none","It is creative but the second letter isnt obvious","not very original but nice","cute and imaginative","the pill bottle isnt a good rep of an e","hard to understand that one","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false"
"311HQEI8RSGVTOPSZICKM3HNZIFZ7T","30A2MGX2Z2LNDGLO8LAMHAJ7VLRNVS","Rate the Doodle - please do only one HIT","Tell us what you think about our doodles - please do only one HIT","doodle, image, word, theme","$0.25","Fri Feb 22 10:27:04 PST 2019","2","BatchId:3541948;OriginalHitTemplateId:928390877;","3600","604800","Fri Mar 01 10:27:04 PST 2019","","","3YOH7BII097523PW7IHSTM52RJJVKL","A3CWEN6Y21V7TL","Submitted","Fri Feb 22 12:44:25 PST 2019","Fri Feb 22 12:52:06 PST 2019","Fri Mar 01 12:52:06 PST 2019","","","","461","100% (1/1)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D4/58/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D4/87/0.png","https://purvaten.github.io/doodles/D1/34/0.png","https://purvaten.github.io/doodles/D1/15/0.png","old people","love, human, small","vehicle, driving, passenger","food, ingredients","cold, white, winter","age","baby","car","eat","snow","d4","d5","d4","d1","d1","Let us know your thoughts..","I'm not seeing a ""g"" in the middle image, and it's not clear to me what ""old people theme"" means. Aesthetically, I think the ""E"" should be resized closer to the size of the ""A"".","It's OK, but I wouldn't call it surprising or creative.","I like it, but the last image doesn't come across as an ""R"" to me.","I'd never interpret this doodle as ""e - a - t"". The first image (to me) doesn't look anything like an ""e/E"".","Love the ""S"". The ""W"" and ""N"" are mystifying.","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false"
