"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.imgurl0","Input.imgurl1","Input.imgurl2","Input.imgurl3","Input.imgurl4","Input.theme0","Input.theme1","Input.theme2","Input.theme3","Input.theme4","Input.word0","Input.word1","Input.word2","Input.word3","Input.word4","Input.theme00","Input.theme01","Input.theme02","Input.theme03","Input.theme04","Input.theme05","Input.theme10","Input.theme11","Input.theme12","Input.theme13","Input.theme14","Input.theme15","Input.theme20","Input.theme21","Input.theme22","Input.theme23","Input.theme24","Input.theme25","Input.theme30","Input.theme31","Input.theme32","Input.theme33","Input.theme34","Input.theme35","Input.theme40","Input.theme41","Input.theme42","Input.theme43","Input.theme44","Input.theme45","Answer.comments","Answer.ques0.op0","Answer.ques0.op1","Answer.ques0.op2","Answer.ques0.op3","Answer.ques0.op4","Answer.ques0.op5","Answer.ques1.op0","Answer.ques1.op1","Answer.ques1.op2","Answer.ques1.op3","Answer.ques1.op4","Answer.ques1.op5","Answer.ques2.op0","Answer.ques2.op1","Answer.ques2.op2","Answer.ques2.op3","Answer.ques2.op4","Answer.ques2.op5","Answer.ques3.op0","Answer.ques3.op1","Answer.ques3.op2","Answer.ques3.op3","Answer.ques3.op4","Answer.ques3.op5","Answer.ques4.op0","Answer.ques4.op1","Answer.ques4.op2","Answer.ques4.op3","Answer.ques4.op4","Answer.ques4.op5","Answer.queseg1.env","Answer.queseg1.hal","Answer.queseg1.hp","Answer.queseg1.win","Answer.queseg2.env","Answer.queseg2.hal","Answer.queseg2.hp","Answer.queseg2.win","Answer.queseg3.env","Answer.queseg3.hal","Answer.queseg3.hp","Answer.queseg3.win","Approve","Reject"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3D4CH1LGEAT23AGAEQRH3COCT7M9GD","A1ZRK6K5JUPJAV","Submitted","Thu Feb 21 18:42:26 PST 2019","Thu Feb 21 18:43:53 PST 2019","Sun Feb 24 18:43:53 PST 2019","","","","87","100% (383/383)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3EICBYG644WESADEYGMB2FH0RLAJCE","AKSJ3C5O3V9RB","Submitted","Thu Feb 21 19:42:08 PST 2019","Thu Feb 21 20:41:09 PST 2019","Sun Feb 24 20:41:09 PST 2019","","","","3541","99% (185/186)","100% (8/8)","0% (0/0)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3TGOYF991XMJSK58W6BP3NCHF0AUUO","AC5UD8N187QD6","Submitted","Thu Feb 21 19:24:30 PST 2019","Thu Feb 21 19:26:13 PST 2019","Sun Feb 24 19:26:13 PST 2019","","","","103","100% (162/162)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3WRFBPLXRAOMY08GKL322JUNUS1N3N","A3H6KECCE83132","Submitted","Thu Feb 21 19:28:12 PST 2019","Thu Feb 21 19:31:20 PST 2019","Sun Feb 24 19:31:20 PST 2019","","","","188","100% (19/19)","100% (1/1)","100% (1/1)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","true"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3X73LLYYQ1E1S8FFZ6S46DVXDWGHNJ","A2TSEQ0K6MLVK3","Submitted","Thu Feb 21 18:43:00 PST 2019","Thu Feb 21 18:54:11 PST 2019","Sun Feb 24 18:54:11 PST 2019","","","","671","100% (1165/1165)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"3DZKABX2ZI5KWLFEP2VSHJW5CIKVC2","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3Z7VU45IPYHK5M8K050D9DMZ6LS1ZL","A25XXQPMBBDAV3","Submitted","Thu Feb 21 18:41:10 PST 2019","Thu Feb 21 18:42:19 PST 2019","Sun Feb 24 18:42:19 PST 2019","","","","69","100% (49/49)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/81/0.png","https://purvaten.github.io/doodles/D5/38/0.png","https://purvaten.github.io/doodles/D5/49/0.png","https://purvaten.github.io/doodles/D5/14/0.png","https://purvaten.github.io/doodles/D5/82/0.png","supplements","gambling","love,human,small","cartoon,toy,polar","technology","caplet","casino","baby","bear","computer","drinks","food, ingredients","win","supplements","ocean","spooky, haunted, halloween","gambling","dogs, animals","old people","sports","gambling, card games","glow, big, space, aliens","zoo","love, human, small","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","glow, big, space, aliens","wedding, love, rings","broke","amusement parks, animated movies","cartoon, toy, polar","playful, cute, cuddly, animals","bat, stadium, baseball, popcorn","vacation, beach, sunny","corpse, undertaker, vampire","spooky, haunted, halloween","spring, animals","technology, computer","technology","computer","Let us know your thoughts..","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","true"
"30UZJB2POHCFLR4GQI2EKIYCTH6356","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3HHRAGRYX85QVNX8294P8LXEKTD9O0","A1ZRK6K5JUPJAV","Submitted","Thu Feb 21 18:41:22 PST 2019","Thu Feb 21 18:42:22 PST 2019","Sun Feb 24 18:42:22 PST 2019","","","","60","100% (383/383)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/76/0.png","https://purvaten.github.io/doodles/D5/24/0.png","https://purvaten.github.io/doodles/D5/20/0.png","https://purvaten.github.io/doodles/D5/56/0.png","https://purvaten.github.io/doodles/D5/65/0.png","spooky,haunted,halloween","drinks","cross,bible,church,heart","nike,sneaker,running","police,officer,lawyer,criminal","ghosts","water","jesus","shoe","law","drinks","corpse, undertaker, vampire","food, ingredients","spooky, haunted, halloween","holiday decorations","spring, animals","home, furniture","drinks","corpse, undertaker, vampire","food, dessert","birds","food","supplements","computer","soccer, black, white","priest, nun, bishop","pastor, jesus, people, steeple","cross, bible, church, heart","soccer, black, white","nike, sneaker, running","nature, plant","players, balls","mythical beast, majestic, fire breathing","sports","brown, round, edges","police officer, lawyer, criminal","secretary, boss","zoo","fish, waves, boats","priest, nun, bishop","Let us know your thoughts..","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"30UZJB2POHCFLR4GQI2EKIYCTH6356","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3JC6VJ2SABJISW1VP0MQVA879GQA5B","AJTNDRWYD3IFR","Submitted","Thu Feb 21 18:42:21 PST 2019","Thu Feb 21 18:42:55 PST 2019","Sun Feb 24 18:42:55 PST 2019","","","","34","100% (1/1)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/76/0.png","https://purvaten.github.io/doodles/D5/24/0.png","https://purvaten.github.io/doodles/D5/20/0.png","https://purvaten.github.io/doodles/D5/56/0.png","https://purvaten.github.io/doodles/D5/65/0.png","spooky,haunted,halloween","drinks","cross,bible,church,heart","nike,sneaker,running","police,officer,lawyer,criminal","ghosts","water","jesus","shoe","law","drinks","corpse, undertaker, vampire","food, ingredients","spooky, haunted, halloween","holiday decorations","spring, animals","home, furniture","drinks","corpse, undertaker, vampire","food, dessert","birds","food","supplements","computer","soccer, black, white","priest, nun, bishop","pastor, jesus, people, steeple","cross, bible, church, heart","soccer, black, white","nike, sneaker, running","nature, plant","players, balls","mythical beast, majestic, fire breathing","sports","brown, round, edges","police officer, lawyer, criminal","secretary, boss","zoo","fish, waves, boats","priest, nun, bishop","Let us know your thoughts..","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"30UZJB2POHCFLR4GQI2EKIYCTH6356","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3NAPMVF0ZWF8AXKA0E88NC35OYT72G","A15QHR6TZY7MG8","Submitted","Thu Feb 21 19:41:14 PST 2019","Thu Feb 21 19:55:21 PST 2019","Sun Feb 24 19:55:21 PST 2019","","","","847","0% (0/0)","0% (0/0)","0% (0/0)","https://purvaten.github.io/doodles/D5/76/0.png","https://purvaten.github.io/doodles/D5/24/0.png","https://purvaten.github.io/doodles/D5/20/0.png","https://purvaten.github.io/doodles/D5/56/0.png","https://purvaten.github.io/doodles/D5/65/0.png","spooky,haunted,halloween","drinks","cross,bible,church,heart","nike,sneaker,running","police,officer,lawyer,criminal","ghosts","water","jesus","shoe","law","drinks","corpse, undertaker, vampire","food, ingredients","spooky, haunted, halloween","holiday decorations","spring, animals","home, furniture","drinks","corpse, undertaker, vampire","food, dessert","birds","food","supplements","computer","soccer, black, white","priest, nun, bishop","pastor, jesus, people, steeple","cross, bible, church, heart","soccer, black, white","nike, sneaker, running","nature, plant","players, balls","mythical beast, majestic, fire breathing","sports","brown, round, edges","police officer, lawyer, criminal","secretary, boss","zoo","fish, waves, boats","priest, nun, bishop","very good.","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"30UZJB2POHCFLR4GQI2EKIYCTH6356","3RJQE76GDHNXD6NJVDDRFVPV8L2Y3W","Recognize the theme from the Doodle","Select the most appropriate theme for the Doodle","doodle, themes, letters, cliparts, words","$0.25","Thu Feb 21 18:40:59 PST 2019","6","BatchId:3541213;OriginalHitTemplateId:928390876;","3600","259200","Sun Mar 03 18:40:59 PST 2019","","","3S0TNUHWKTIZDLN978KVXVQ4W9O8DD","AFU00NU09CFXE","Submitted","Thu Feb 21 18:42:52 PST 2019","Thu Feb 21 19:28:17 PST 2019","Sun Feb 24 19:28:17 PST 2019","","","","2725","100% (1745/1745)","100% (1/1)","0% (0/0)","https://purvaten.github.io/doodles/D5/76/0.png","https://purvaten.github.io/doodles/D5/24/0.png","https://purvaten.github.io/doodles/D5/20/0.png","https://purvaten.github.io/doodles/D5/56/0.png","https://purvaten.github.io/doodles/D5/65/0.png","spooky,haunted,halloween","drinks","cross,bible,church,heart","nike,sneaker,running","police,officer,lawyer,criminal","ghosts","water","jesus","shoe","law","drinks","corpse, undertaker, vampire","food, ingredients","spooky, haunted, halloween","holiday decorations","spring, animals","home, furniture","drinks","corpse, undertaker, vampire","food, dessert","birds","food","supplements","computer","soccer, black, white","priest, nun, bishop","pastor, jesus, people, steeple","cross, bible, church, heart","soccer, black, white","nike, sneaker, running","nature, plant","players, balls","mythical beast, majestic, fire breathing","sports","brown, round, edges","police officer, lawyer, criminal","secretary, boss","zoo","fish, waves, boats","priest, nun, bishop","Let us know your thoughts..","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
